,0,1
0,0.99881786,0.0011821261
1,0.0003869059,0.9996131
2,1.079578e-06,0.9999989
3,0.00036212854,0.99963784
4,7.743067e-05,0.9999225
5,0.040603362,0.9593966
6,1.0916851e-08,1.0
7,1.850448e-06,0.9999981
8,0.9999689,3.114852e-05
9,9.861333e-07,0.99999905
10,0.99922967,0.000770381
11,0.0017735206,0.99822646
12,3.473739e-07,0.99999964
13,0.0072570727,0.9927429
14,0.9999764,2.3560975e-05
15,1.241259e-10,1.0
16,2.5835702e-09,1.0
17,0.00039554355,0.9996045
18,0.00018847048,0.9998116
19,9.847895e-08,0.9999999
20,0.9999993,6.685481e-07
21,0.11113753,0.8888625
22,0.9999969,3.0458255e-06
23,0.99986935,0.00013058973
24,7.7015335e-07,0.9999993
25,0.99998033,1.9623216e-05
26,1.2049836e-08,1.0
27,0.9999989,1.1017047e-06
28,0.99999285,7.124343e-06
29,0.0014027249,0.9985973
30,0.99999917,8.783063e-07
31,0.00034131572,0.9996587
32,0.99974304,0.00025699835
33,3.719061e-05,0.9999628
34,0.0006294244,0.99937063
35,0.9995369,0.0004631017
36,0.999894,0.00010593991
37,0.99996364,3.634163e-05
38,0.99999297,6.97459e-06
39,0.9997904,0.00020965429
40,0.94941485,0.050585188
41,0.026619056,0.973381
42,0.9999906,9.421284e-06
43,0.9965348,0.0034651188
44,0.0038716837,0.9961283
45,1.0238897e-06,0.9999989
46,0.99998236,1.762547e-05
47,0.9988919,0.0011081563
48,1.5825909e-10,1.0
49,0.9999995,4.5077755e-07
50,0.99477947,0.005220549
51,1.3199189e-06,0.9999987
52,2.3140048e-07,0.99999976
53,0.99987423,0.00012576
54,0.01978208,0.98021793
55,0.1394845,0.8605155
56,0.9999912,8.848904e-06
57,0.9997069,0.0002930374
58,7.5682287e-06,0.9999925
59,0.9999571,4.2876156e-05
60,0.9998387,0.00016128077
61,2.7343737e-07,0.99999976
62,9.525045e-09,1.0
63,0.9995092,0.00049073104
64,2.0784224e-08,1.0
65,0.99999356,6.4702776e-06
66,0.10481424,0.8951858
67,3.3359754e-08,1.0
68,0.9998412,0.00015871957
69,5.027405e-06,0.999995
70,0.99940956,0.0005905039
71,0.014728263,0.9852718
72,1.8785381e-06,0.9999981
73,1.9625652e-06,0.9999981
74,0.99997604,2.401071e-05
75,0.024342427,0.9756575
76,1.9711545e-07,0.99999976
77,0.9999738,2.6183274e-05
78,0.9999951,4.849082e-06
79,0.94565547,0.054344524
80,0.9998405,0.00015951901
81,0.9999975,2.4476617e-06
82,0.9999963,3.6545528e-06
83,1.2762331e-07,0.9999999
84,0.013667823,0.9863322
85,0.9999583,4.1663592e-05
86,2.9277583e-09,1.0
87,1.5023503e-10,1.0
88,0.99999475,5.222481e-06
89,0.012150522,0.9878494
90,0.99992585,7.4174925e-05
91,3.1624818e-06,0.9999968
92,0.99997544,2.457613e-05
93,7.438929e-08,0.9999999
94,0.0036987404,0.9963013
95,0.99999774,2.300783e-06
96,0.99978286,0.00021718879
97,0.00030441157,0.99969566
98,3.8079293e-08,1.0
99,0.93964654,0.060353484
100,0.0013066566,0.9986934
101,5.6590623e-05,0.9999434
102,0.063373476,0.93662655
103,2.0155335e-07,0.99999976
104,0.9988219,0.0011780906
105,0.9994054,0.0005946534
106,0.99999785,2.1634091e-06
107,0.9999957,4.2527727e-06
108,1.0028555e-06,0.99999905
109,0.006281997,0.993718
110,4.1174576e-06,0.9999958
111,0.9999964,3.5182784e-06
112,0.99047583,0.009524222
113,0.9827672,0.01723277
114,0.0017504967,0.9982495
115,0.99999917,8.3464084e-07
116,0.99999774,2.2142226e-06
117,0.35241264,0.64758736
118,2.139194e-08,1.0
119,3.745055e-07,0.99999964
120,0.9993395,0.0006604578
121,2.06741e-09,1.0
122,0.0017269563,0.998273
123,8.6859527e-11,1.0
124,0.99998033,1.9720997e-05
125,0.99999225,7.7337945e-06
126,0.99985516,0.0001447878
127,5.6088043e-06,0.9999944
128,1.0707491e-05,0.9999893
129,0.9999999,1.6013612e-07
130,0.99999976,2.8988993e-07
131,0.9999895,1.0534806e-05
132,0.9999838,1.6179927e-05
133,0.2668094,0.7331906
134,0.99981564,0.00018436834
135,0.51571006,0.48428997
136,0.99991024,8.9730835e-05
137,0.99999595,4.092611e-06
138,0.9998073,0.00019271128
139,0.99889165,0.0011083215
140,0.28755853,0.7124415
141,1.4409207e-07,0.9999999
142,0.9999831,1.6981132e-05
143,0.00083320175,0.99916685
144,0.9501796,0.0498204
145,0.06302214,0.93697786
146,0.99999595,4.0514665e-06
